payment_method_Mailed check,paperless_billing_Yes,senior_citizen,online_security_Yes,payment_method_Electronic check,payment_method_Credit card (automatic),tech_support_Yes,gender_Male,online_backup_Yes,type_Two year,dependents_Yes,streaming_movies_Yes,total_charges,partner_Yes,monthly_charges,type_One year,churn
False,True,1,False,True,False,False,True,True,False,False,True,4888.683736147974,True,95.05460732352022,False,1
False,True,0,False,False,False,False,True,False,True,False,False,1035.5,False,19.15,False,0
True,True,0,False,False,False,False,False,False,False,False,False,96.05,False,24.25,False,1
False,True,0,True,False,True,True,False,True,False,False,True,5916.45,False,111.25,True,1
True,False,0,False,False,False,False,False,False,False,True,False,936.7,False,19.95,True,0
False,True,0,True,True,False,False,True,False,False,False,False,1924.9018116570976,True,77.30608101133336,False,1
False,True,0,False,True,False,True,True,True,False,True,True,2113.3190908021525,True,101.04798232076122,False,1
True,True,0,False,False,True,True,True,False,False,False,True,2468.9730359509135,False,96.49694307527052,False,1
False,True,1,False,True,False,False,True,False,False,False,True,85.17595320474484,True,85.17595320474484,False,1
False,True,0,False,True,False,False,False,False,False,False,False,585.7897460240971,True,80.1985146580675,False,1
True,False,0,True,False,False,True,True,True,True,False,False,916.15,False,54.85,False,0
True,True,0,False,False,False,False,True,False,True,False,False,1268.85,False,19.1,False,0
True,False,0,False,False,False,False,True,False,False,True,False,24.2,False,24.2,False,0
False,True,0,False,True,False,False,False,True,False,False,True,1059.4036095168155,True,98.44306051583328,False,1
False,True,0,True,False,False,False,False,True,False,True,True,2495.2,True,48.7,False,0
False,True,0,False,True,True,True,False,True,False,True,True,2911.836398662206,True,97.72338357967676,False,1
False,False,0,False,False,True,False,False,False,True,False,False,1914.5,True,26.45,False,0
False,True,0,False,True,False,False,True,True,False,False,True,368.75691033098366,False,89.63782096879459,False,1
False,True,0,False,True,False,False,True,True,False,False,False,4078.730639379559,True,78.6662989549081,False,1
False,True,1,False,True,False,False,True,True,False,False,True,2184.85,True,104.45,False,0
True,True,0,False,False,False,False,True,False,False,False,False,24.740388107073596,False,24.740388107073596,False,1
True,False,0,False,False,False,False,True,False,False,False,False,45.05,False,45.05,False,1
False,True,0,False,True,True,True,True,True,False,False,True,178.39058216023844,False,94.97027317397013,False,1
False,True,1,True,False,True,True,False,False,True,False,True,4819.75,True,79.95,False,0
False,True,0,False,True,False,True,True,True,False,False,True,2317.1,True,111.2,False,1
False,True,0,True,True,True,True,True,False,False,False,True,3109.439214099996,True,87.1916965813257,True,1
False,False,0,False,True,False,False,True,False,False,False,False,473.9,False,20.85,False,0
True,False,0,False,False,False,False,True,False,True,True,False,197.4,True,19.6,False,0
False,True,0,True,False,True,True,True,True,False,False,True,5935.727423903401,True,95.92286788008245,True,1
False,True,0,False,True,False,False,False,False,False,False,True,85.0,False,85.0,False,1
False,True,0,False,True,False,False,True,False,False,False,False,1318.7160654192442,False,63.57694936694956,True,1
False,True,0,False,True,False,True,True,True,False,False,False,425.1,False,35.65,False,0
True,False,0,True,False,False,False,False,False,False,False,False,3687.75,False,54.45,False,0
False,False,0,False,True,False,False,False,False,False,False,False,71.35,False,71.35,False,1
False,True,0,True,True,False,True,False,False,False,False,True,554.7750672529487,False,74.42626021970585,False,1
True,True,0,True,False,False,False,True,False,False,False,True,84.78730836317932,False,84.78730836317932,False,1
False,False,0,True,False,True,False,False,True,False,True,False,365.35,True,55.9,False,1
False,True,0,True,True,False,False,True,True,True,False,True,4754.138154180773,True,97.66877136543222,False,1
False,True,0,True,False,False,False,True,True,False,False,True,5315.1,True,111.45,False,0
False,True,0,False,True,False,False,True,False,False,False,False,69.61074093275722,False,69.61074093275722,False,1
False,False,0,True,False,False,False,True,False,False,False,False,858.6,False,81.7,False,1
False,True,0,True,False,False,False,False,False,False,False,False,2535.55,False,49.75,False,0
False,True,0,True,True,True,True,True,True,False,False,True,75.32416725384444,False,41.245648850851005,False,1
False,False,0,False,True,False,False,False,False,False,False,False,82.7,False,44.45,False,0
False,True,0,True,True,False,False,False,False,False,False,False,319.85,False,80.15,False,0
False,True,0,False,True,False,False,True,False,False,False,True,2043.45,False,84.8,False,1
True,True,0,False,False,False,False,False,False,False,False,False,44.45,False,44.45,False,1
False,False,0,False,False,False,False,True,False,True,False,False,1107.2,False,21.0,False,0
True,True,0,True,False,False,True,True,False,True,True,True,5714.25,True,84.0,False,0
False,False,0,True,True,False,True,False,False,False,True,False,2568.55,True,72.25,False,1
False,False,0,False,True,False,False,True,True,False,True,False,5453.4,True,90.95,True,1
True,True,0,False,True,False,False,True,False,False,False,False,96.09671256480118,False,44.96145955252376,False,1
False,True,0,False,True,False,False,True,False,False,True,False,44.20272652839115,False,44.20272652839115,False,1
False,True,0,False,False,False,False,False,False,True,True,False,1087.7,True,20.1,False,0
False,False,0,False,False,True,False,False,False,True,False,False,875.55,True,20.65,False,0
False,True,0,False,True,False,False,True,True,True,True,True,7297.75,True,105.0,False,0
False,True,0,False,True,False,False,True,False,False,False,False,661.1047662862653,True,70.20149532229757,False,1
True,True,0,False,False,False,True,False,False,False,True,False,341.45,False,87.1,False,1
False,True,0,True,True,False,True,True,False,False,True,False,219.31454669578812,False,49.331702547042994,False,1
False,True,0,True,False,False,False,True,True,False,True,True,7288.4,True,104.65,True,0
False,True,0,False,True,False,False,True,False,False,False,False,79.55,False,79.55,False,1
True,False,0,False,False,False,False,True,False,True,False,False,20.45,False,20.45,False,0
False,True,0,True,False,False,True,False,True,False,True,True,4042.2,True,80.05,True,0
True,False,0,True,False,False,True,True,False,True,True,False,857.75,False,40.1,False,0
False,True,0,False,False,False,False,True,False,False,False,True,5673.7,True,96.5,True,0
False,True,0,False,True,False,False,True,True,False,False,False,4312.5,True,94.65,True,0
False,True,0,True,False,False,True,True,False,False,False,True,576.95,False,68.25,False,0
False,True,0,False,True,False,True,False,True,False,False,True,1094.8880587051785,False,90.65885953057462,False,1
True,True,1,True,True,False,False,True,True,False,False,True,2657.5337671849707,True,99.40106198389377,False,1
False,True,0,False,True,False,False,True,False,False,False,True,196.75137681652146,False,93.86193240985254,False,1
False,False,0,False,True,False,False,True,True,False,False,True,6710.5,False,99.5,False,1
False,True,0,True,False,True,False,False,False,False,False,False,979.05,False,85.15,True,0
False,True,0,False,True,False,False,False,False,False,False,False,1763.55,True,26.3,True,0
False,True,0,False,True,False,True,True,False,False,False,True,1553.95,False,101.35,False,1
False,False,0,False,False,True,False,False,False,True,True,False,1215.1,False,19.5,False,0
True,True,0,False,False,False,False,False,False,False,False,False,25.054040653830974,False,25.054040653830974,False,1
False,True,0,False,True,False,False,False,True,False,False,True,84.77218255679028,False,84.77218255679028,False,1
False,True,0,False,False,True,False,True,True,False,True,False,1971.5,True,36.1,True,0
False,False,0,True,True,False,False,False,True,False,True,False,2070.05,True,81.95,False,0
True,True,0,True,True,False,True,True,True,False,False,False,2088.7712366894953,False,71.2382140174102,True,1
False,False,0,False,False,True,False,True,False,True,False,False,679.0,True,20.05,False,0
True,True,0,False,False,True,False,True,False,False,False,False,84.6718636009808,False,45.72237418303102,False,1
False,True,0,True,False,False,False,False,True,True,False,False,6052.25,True,84.05,False,0
False,True,1,False,True,True,False,True,True,False,False,True,1781.5338446117503,False,94.4464621552999,False,1
False,True,0,False,False,False,True,True,False,False,False,True,4512.7,True,106.15,False,1
False,False,0,False,False,False,False,False,False,True,False,False,1051.9,False,19.7,False,0
False,True,0,False,True,False,False,True,False,False,True,True,1465.34860405227,True,84.01204340383497,False,1
False,True,0,False,True,False,False,True,False,False,True,False,374.5,False,19.4,False,1
False,True,0,False,True,False,True,True,False,False,False,False,921.7625484303685,True,72.1022557044593,False,1
False,False,1,False,True,False,True,False,False,False,False,True,4753.85,True,100.25,True,0
True,False,0,True,False,False,True,True,False,True,True,True,4627.65,True,67.85,False,0
True,True,0,False,False,False,False,True,False,False,False,True,347.4,False,70.0,True,1
False,True,0,False,False,False,False,False,False,True,True,False,1041.8,True,21.3,False,0
False,True,0,True,False,True,True,False,True,True,True,True,7854.9,True,109.5,False,0
True,True,0,False,False,False,False,True,False,False,False,False,436.5076806836036,False,45.098856234691986,False,1
False,False,0,True,True,False,False,False,True,False,False,True,2053.05,False,64.35,True,0
False,True,0,False,True,False,False,True,False,False,False,False,306.0325374614125,True,72.62126286313789,False,1
False,True,0,False,False,False,False,False,False,True,True,False,246.7,True,19.75,False,0
True,True,0,False,False,False,True,False,False,False,True,True,655.4954551290587,True,75.4937882484038,False,1
False,True,0,True,True,True,True,True,True,True,True,True,8026.766719226219,True,114.65898426414921,True,1
False,True,1,False,True,False,False,True,False,False,False,False,75.76373267748461,False,75.76373267748461,False,1
False,True,0,True,True,False,True,True,True,True,True,True,8093.15,True,114.0,False,0
False,True,0,False,True,False,True,True,False,False,False,True,346.67251946775525,True,69.90325874813178,False,1
False,True,0,False,True,False,True,True,True,False,False,True,5432.555279268538,True,97.17784147670815,False,1
True,True,0,False,False,False,False,False,False,False,False,False,20.233557633183374,False,20.233557633183374,False,1
True,True,1,False,False,False,False,False,False,False,False,False,20.85,True,20.85,False,1
False,False,0,False,False,False,False,False,False,True,False,False,1303.5,True,19.45,False,0
False,True,0,False,True,False,False,True,True,False,False,False,262.3,False,51.35,False,0
True,True,0,False,False,False,False,True,False,False,False,True,35.24472974087723,False,35.24472974087723,False,1
False,True,0,False,True,False,False,True,False,False,True,False,71.08265153021676,True,71.08265153021676,False,1
False,True,0,True,True,False,True,False,True,False,True,True,59.72407260354023,False,59.72407260354023,False,1
False,True,0,True,True,False,True,True,False,False,True,True,1546.5700385215414,True,95.26789381602889,False,1
True,False,0,True,False,False,False,True,True,False,True,False,2301.15,True,54.5,False,0
False,True,0,True,True,False,False,False,False,False,False,True,146.60053042553167,False,70.56176198176277,False,1
False,True,0,False,False,True,False,True,False,False,True,True,866.2453591171271,True,83.39785372971228,False,1
True,True,0,True,True,False,True,True,True,False,True,False,1631.437258331803,True,82.38421348951486,True,1
False,True,0,True,True,False,False,False,True,False,True,True,145.400151482781,True,73.54971723214213,False,1
False,True,0,False,False,False,False,True,True,False,True,False,1023.75,False,39.95,True,0
False,False,0,False,False,True,False,False,False,False,False,False,383.65,False,20.25,True,0
True,True,0,False,False,False,False,False,False,False,False,False,806.95,False,19.75,True,0
False,True,1,False,False,False,False,True,False,False,False,False,847.8,False,24.9,True,0
False,True,0,False,True,False,False,True,False,False,False,False,69.40147017580851,False,69.40147017580851,False,1
False,True,0,True,True,False,True,False,True,False,False,False,181.65,False,86.25,False,1
